Year,State,District,Water Level
2021-22,Gujarat,Surendranagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Porbandar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Kheda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Valsad,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Amreli,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Gandhinagar,20 to 40 Pre Monsoon (in mbgl)
2021-22,Gujarat,Morbi,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Bharuch,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Rajkot,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Tapi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Botad,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Banas Kantha,20 to 40 Pre Monsoon (in mbgl)
2021-22,Gujarat,Vadodara,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Ahmedabad,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Patan,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Mahesana,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Bhavnagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Jamnagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Navsari,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Dangs,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Devbhumi Dwarka,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Narmada,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Gir Somnath,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Panch Mahals,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Mahisagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Arvalli,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Anand,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Chhotaudepur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Junagadh,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Dahod,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Sabar Kantha,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Surat,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Kachchh,10 to 20 Post Monsoon (in mbgl)
2021-22,Gujarat,Surendranagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Porbandar,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Kheda,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Valsad,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Amreli,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Gandhinagar,20 to 40 Post Monsoon (in mbgl)
2021-22,Gujarat,Morbi,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Bharuch,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Rajkot,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Tapi,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Botad,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Banas Kantha,10 to 20 Post Monsoon (in mbgl)
2021-22,Gujarat,Vadodara,20 to 40 Post Monsoon (in mbgl)
2021-22,Gujarat,Ahmedabad,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Patan,10 to 20 Post Monsoon (in mbgl)
2021-22,Gujarat,Mahesana,10 to 20 Post Monsoon (in mbgl)
2021-22,Gujarat,Bhavnagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Jamnagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Navsari,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Dangs,0 to 2 Post Monsoon (in mbgl)
2021-22,Gujarat,Devbhumi Dwarka,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Narmada,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Gir Somnath,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Panch Mahals,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Mahisagar,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Arvalli,5 to 10 Post Monsoon (in mbgl)
2021-22,Gujarat,Anand,2 to 5 Post Monsoon (in mbgl)
2021-22,Gujarat,Chhotaudepur,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Fatehabad,>40 Pre Monsoon (in mbgl)
2021-22,Haryana,Mewat,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Ambala,20 to 40 Pre Monsoon (in mbgl)
2021-22,Haryana,Panipat,10 to 20 Pre Monsoon (in mbgl)
2021-22,Haryana,Jind,10 to 20 Pre Monsoon (in mbgl)
2021-22,Haryana,Charkhi Dadri,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Bhiwani,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Mahendragarh,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Faridabad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Karnal,20 to 40 Pre Monsoon (in mbgl)
2021-22,Haryana,Kaithal,20 to 40 Pre Monsoon (in mbgl)
2021-22,Haryana,Palwal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Rohtak,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Gurugram,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Panchkula,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Kurukshetra,20 to 40 Pre Monsoon (in mbgl)
2021-22,Haryana,Hisar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Rewari,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Jhajjar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Sirsa,>40 Pre Monsoon (in mbgl)
2021-22,Haryana,Sonipat,10 to 20 Pre Monsoon (in mbgl)
2021-22,Haryana,Yamuna Nagar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Haryana,Fatehabad,>40 Post Monsoon (in mbgl)
2021-22,Haryana,Mewat,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Ambala,10 to 20 Post Monsoon (in mbgl)
2021-22,Haryana,Panipat,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Jind,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Charkhi Dadri,10 to 20 Post Monsoon (in mbgl)
2021-22,Haryana,Bhiwani,5 to 10 Post Monsoon (in mbgl)
2021-22,Haryana,Mahendragarh,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Faridabad,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Karnal,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Kaithal,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Palwal,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Rohtak,10 to 20 Post Monsoon (in mbgl)
2021-22,Haryana,Gurugram,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Panchkula,2 to 5 Post Monsoon (in mbgl)
2021-22,Haryana,Kurukshetra,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl)
2021-22,Haryana,Rewari,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Jhajjar,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Sirsa,>40 Post Monsoon (in mbgl)
2021-22,Haryana,Sonipat,20 to 40 Post Monsoon (in mbgl)
2021-22,Haryana,Yamuna Nagar,20 to 40 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kangra,5 to 10 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Bilaspur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Shimla,N.A. Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Sirmaur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Lahaul and Spiti,N.A. Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kullu,5 to 10 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Mandi,2 to 5 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kinnaur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Hamirpur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Solan,10 to 20 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Una,5 to 10 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Chamba,N.A. Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kangra,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Bilaspur,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Shimla,N.A. Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Sirmaur,5 to 10 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Lahaul and Spiti,N.A. Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kullu,5 to 10 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Mandi,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Kinnaur,5 to 10 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Hamirpur,2 to 5 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Solan,10 to 20 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Una,0 to 2 Post Monsoon (in mbgl)
2021-22,Himachal Pradesh,Chamba,N.A. Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Budgam,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Udhampur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ramban,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Doda,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Anantnag,10 to 20 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Jammu,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Samba,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Srinagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kupwara,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Rajouri,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Pulwama,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Baramulla,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Shopian,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Bandipora,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kathua,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kishtwar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ganderbal,0 to 2 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kulgam,10 to 20 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Poonch,N.A. Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Reasi,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Budgam,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Udhampur,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ramban,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Doda,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Anantnag,10 to 20 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Jammu,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Samba,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Srinagar,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kupwara,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Rajouri,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Pulwama,10 to 20 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Baramulla,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Shopian,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Bandipora,2 to 5 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kathua,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kishtwar,10 to 20 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ganderbal,0 to 2 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kulgam,10 to 20 Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Poonch,N.A. Post Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Reasi,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,Hazaribagh,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Khunti,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Gumla,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Godda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,West-Singhbhum,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Bokaro,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Lohardaga,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Pakur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Sahibganj,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Garhwa,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Koderma,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Ramgarh,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Dhanbad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Simdega,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Giridih,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Palamu,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Ranchi,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jharkhand,East-Singhbhum,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Deoghar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Dumka,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Latehar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Saraikela-Kharsawan,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Chatra,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Jamtara,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Hazaribagh,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Khunti,5 to 10 Post Monsoon (in mbgl)
2021-22,Jharkhand,Gumla,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Godda,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,West-Singhbhum,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Bokaro,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,Lohardaga,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Pakur,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Garhwa,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Koderma,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Ramgarh,5 to 10 Post Monsoon (in mbgl)
2021-22,Jharkhand,Dhanbad,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Simdega,5 to 10 Post Monsoon (in mbgl)
2021-22,Jharkhand,Giridih,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Palamu,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Ranchi,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,East-Singhbhum,0 to 2 Post Monsoon (in mbgl)
2021-22,Jharkhand,Deoghar,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Latehar,2 to 5 Post Monsoon (in mbgl)
2021-22,Jharkhand,Saraikela-Kharsawan,5 to 10 Post Monsoon (in mbgl)
2021-22,Jharkhand,Chatra,5 to 10 Post Monsoon (in mbgl)
2021-22,Jharkhand,Jamtara,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Kalaburagi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru South,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Belagavi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Kolar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Hassan,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Davanagere,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Haveri,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Tumakuru,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Raichur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Yadgir,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Vijayapura,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Uttara Kannada,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bagalkote,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Dharwad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Chikkamagaluru,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Kodagu,10 to 20 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bidar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Karnataka,Shivamogga,10 to 20 Pre Monsoon (in mbgl)
2021-22,Karnataka,Ballari,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Chamarajanagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru Urban,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Mysuru,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Mandya,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Dakshina Kannada,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Koppal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru Rural,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Gadag,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Chikkaballapura,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Chitradurga,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Kalaburagi,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru South,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Belagavi,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Kolar,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Hassan,5 to 10 Post Monsoon (in mbgl)
2021-22,Karnataka,Davanagere,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Haveri,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Tumakuru,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Raichur,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Yadgir,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Vijayapura,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Uttara Kannada,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Bagalkote,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Dharwad,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Chikkamagaluru,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl)
2021-22,Karnataka,Bidar,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Shivamogga,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Ballari,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl)
2021-22,Karnataka,Chamarajanagar,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru Urban,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Mysuru,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Mandya,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Dakshina Kannada,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Koppal,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Bengaluru Rural,0 to 2 Post Monsoon (in mbgl)
2021-22,Karnataka,Gadag,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Chikkaballapura,2 to 5 Post Monsoon (in mbgl)
2021-22,Karnataka,Chitradurga,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Thrissur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Kollam,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Alappuzha,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Wayanad,0 to 2 Pre Monsoon (in mbgl)
2021-22,Kerala,Ernakulam,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Pathanamthitta,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Idukki,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Kottayam,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Kasaragod,10 to 20 Pre Monsoon (in mbgl)
2021-22,Kerala,Kannur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Kozhikode,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Thiruvananthapuram,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Palakkad,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Kollam,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Ernakulam,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Pathanamthitta,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Idukki,0 to 2 Post Monsoon (in mbgl)
2021-22,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Kannur,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl)
2021-22,Kerala,Kozhikode,2 to 5 Post Monsoon (in mbgl)
2021-22,Kerala,Thiruvananthapuram,2 to 5 Post Monsoon (in mbgl)
2021-22,Ladakh,Leh Ladakh,10 to 20 Pre Monsoon (in mbgl)
2021-22,Ladakh,Kargil,10 to 20 Pre Monsoon (in mbgl)
2021-22,Ladakh,Leh Ladakh,10 to 20 Post Monsoon (in mbgl)
2021-22,Ladakh,Kargil,10 to 20 Post Monsoon (in mbgl)
2021-22,Madhya Pradesh,Harda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Ujjain,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Mandsaur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Khandwa (East Nimar),5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dewas,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Narmadapuram,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Betul,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Ratlam,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Barwani,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sheopur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Singrauli,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Shivpuri,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Jabalpur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sidhi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Satna,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Umaria,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Ashoknagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Bhopal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Agar-Malwa,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Chhindwara,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sagar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Rewa,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Gwalior,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dhar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Neemuch,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Alirajpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Mandla,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Tikamgarh,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Panna,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Anuppur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sehore,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Indore,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Burhanpur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Bhind,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Rajgarh,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Seoni,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Jhabua,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Damoh,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Raisen,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Khargone (West Nimar),2 to 5 Pre Monsoon (in mbgl)
